,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030170,MF,GO:0030170,pyridoxal phosphate binding,14/2946,30/7411,0.275617826,0.680606032,0.601562182,ABAT/AGXT2/ALAS2/CSAD/CTH/GOT1/GOT2/GPT2/PYGL/PYGM/SDS/SDSL/SGPL1/TAT,14
GO:0070279,MF,GO:0070279,vitamin B6 binding,14/2946,30/7411,0.275617826,0.680606032,0.601562182,ABAT/AGXT2/ALAS2/CSAD/CTH/GOT1/GOT2/GPT2/PYGL/PYGM/SDS/SDSL/SGPL1/TAT,14
GO:0019905,MF,GO:0019905,syntaxin binding,8/2946,16/7411,0.276742287,0.680606032,0.601562182,ABL1/CPLX1/SNAP29/STX16/SYT17/TMED9/TXLNG/VPS18,8
GO:0015085,MF,GO:0015085,calcium ion transmembrane transporter activity,19/2946,42/7411,0.281960494,0.690631979,0.610423742,ANXA2/ATP2A2/ATP2C2/BNIP1/CACNA1D/CACNB4/GHITM/GRIN3B/ITPR3/ORAI3/PANX1/PSEN1/RYR1/SEC61A1/SLC8A3/TRPC4/TRPC5/TRPC7/TRPV2,19
GO:0008168,MF,GO:0008168,methyltransferase activity,50/2946,117/7411,0.283167996,0.690792894,0.610565968,ANTKMT/ASH2L/BUD23/CIAPIN1/CMTR1/COMT/COQ5/DMAP1/DNMT3A/ECE2/EEF1AKMT2/EMG1/FBL/FTSJ1/FTSJ3/GAMT/KDM7A/MEPCE/METTL15/METTL17/METTL22/METTL25B/METTL3/METTL9/MGMT/MRM1/MRM2/MRM3/NDUFAF5/NOP2/NSUN2/NSUN4/NSUN5/NTMT1/PCMT1/PRDM1/PRDM4/PRMT1/PRMT5/PRMT8/RIOX1/SETD3/SIRT7/SMYD2/TFB1M/TGS1/TRMT10B/TRMT112/TRMT2A/WDR4,50
GO:0044183,MF,GO:0044183,protein folding chaperone,16/2946,35/7411,0.288843583,0.701808706,0.620302431,CCT3/CCT4/CCT5/CCT7/DNAJB1/HSP90AB1/HSPA6/HSPA8/HSPB1/HSPB6/HSPE1/PDCL3/PFDN1/PFDN2/TCP1/WDR83OS,16
GO:0016298,MF,GO:0016298,lipase activity,21/2946,47/7411,0.291261877,0.704853744,0.622993826,ABHD16A/ABHD2/ABHD6/FAAH/GDE1/LIPC/LIPE/LIPG/LYPLA2/PLA1A/PLA2G12A/PLA2G4A/PLA2G4B/PLA2G6/PLCD1/PLCD3/PLCD4/PNPLA2/PRDX6/SMPD2/SMPD4,21
GO:0008757,MF,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,28/2946,64/7411,0.29669324,0.707599624,0.625420808,ANTKMT/BUD23/CMTR1/COMT/COQ5/DNMT3A/ECE2/EEF1AKMT2/EMG1/FBL/FTSJ1/FTSJ3/GAMT/METTL25B/METTL3/METTL9/MRM3/NOP2/NSUN2/NSUN5/PCMT1/PRMT1/PRMT5/PRMT8/SETD3/SMYD2/TFB1M/TRMT10B,28
GO:0001216,MF,GO:0001216,DNA-binding transcription activator activity,60/2946,142/7411,0.29721552,0.707599624,0.625420808,ATF3/ATF5/BARX2/CEBPB/CEBPD/CEBPE/CEBPG/CSRNP1/DDIT3/E2F4/EGR2/ELF4/ESR1/ETV1/ETV4/FOXO1/GATA2/GATA4/HEYL/HOXA10/HOXC13/HOXC4/HOXD13/IRF1/IRF6/JUNB/KLF10/LHX3/LMX1A/MAFF/MYOD1/NKX2-5/NKX6-3/NPAS4/NR4A3/OTX1/PITX1/PLAG1/PLAGL1/POU4F3/PRDM4/RAX2/RUNX1/RXRB/SIX1/SMAD1/SOX30/SOX9/SP1/SRF/STAT5B/STAT6/TBX19/TFE3/THAP11/WT1/ZNF445/ZNF629/ZNF668/ZNF691,60
GO:0008375,MF,GO:0008375,acetylglucosaminyltransferase activity,10/2946,21/7411,0.300037769,0.707599624,0.625420808,A4GALT/B3GNT3/B3GNT7/EXTL2/GCNT1/GCNT3/MGAT1/MGAT2/MGAT4B/POMGNT1,10
GO:0034212,MF,GO:0034212,peptide N-acetyltransferase activity,10/2946,21/7411,0.300037769,0.707599624,0.625420808,ACRBP/GTF2B/GTF3C4/KAT14/KAT2A/KAT5/KAT7/KAT8/NAA10/NAA40,10
GO:0004532,MF,GO:0004532,RNA exonuclease activity,7/2946,14/7411,0.300583642,0.707599624,0.625420808,CNOT8/EXOSC10/ISG20/ISG20L2/PDE12/PNLDC1/REXO2,7
GO:0016896,MF,GO:0016896,"RNA exonuclease activity, producing 5'-phosphomonoesters",7/2946,14/7411,0.300583642,0.707599624,0.625420808,CNOT8/EXOSC10/ISG20/ISG20L2/PDE12/PNLDC1/REXO2,7
GO:0051879,MF,GO:0051879,Hsp90 protein binding,7/2946,14/7411,0.300583642,0.707599624,0.625420808,AHSA1/CDC37/CYP2E1/RPS3/STIP1/STUB1/TTC4,7
GO:0001217,MF,GO:0001217,DNA-binding transcription repressor activity,30/2946,69/7411,0.302361927,0.709026999,0.626682411,AEBP1/ATF3/BHLHE40/CREB3L1/E2F7/HES6/HEY2/HEYL/HIVEP1/IRF8/MAFK/MLX/MXD1/NFIL3/NKX6-3/PRDM1/RARA/SOX30/TBX2/TGIF1/THAP1/THAP11/ZBED2/ZBTB32/ZBTB7A/ZNF217/ZNF558/ZNF641/ZNF668/ZNF684,30
GO:0050839,MF,GO:0050839,cell adhesion molecule binding,32/2946,74/7411,0.307452035,0.717156712,0.633867959,ACVR1/CALR/CCN1/CCN3/CD9/CDH17/CDH24/CDH5/CTNNA1/ESM1/ICAM1/ICAM2/ICAM3/ICAM4/ICAM5/ISG15/ITGA5/ITGB2/ITGB3/JAML/MADCAM1/MSN/NISCH/OLFM4/PLPP3/PPP1CA/PSEN1/RPSA/S1PR2/SPP1/TJP2/VCAM1,32
GO:0004197,MF,GO:0004197,cysteine-type endopeptidase activity,15/2946,33/7411,0.308199579,0.717156712,0.633867959,CAPN3/CAPN9/CAPNS1/CASP10/CASP2/CASP8/CFLAR/CTSB/CTSC/CTSH/CTSV/CTSZ/LGALS13/LGMN/UCHL1,15
GO:0008194,MF,GO:0008194,UDP-glycosyltransferase activity,27/2946,62/7411,0.31228014,0.721811949,0.637982549,A4GALT/ALG5/B3GALNT1/B3GALT6/B3GAT3/B3GNT3/B3GNT7/B4GALT1/B4GALT5/B4GALT7/B4GAT1/COLGALT1/EPM2A/EXTL2/GALNT15/GALNT16/GCNT1/GCNT3/GYS1/GYS2/HAS3/HYAL1/MGAT1/MGAT2/MGAT4B/POMGNT1/UGCG,27
GO:0016741,MF,GO:0016741,"transferase activity, transferring one-carbon groups",52/2946,123/7411,0.312586332,0.721811949,0.637982549,ANTKMT/ASH2L/BUD23/CIAPIN1/CMTR1/COMT/COQ5/DMAP1/DNMT3A/ECE2/EEF1AKMT2/EMG1/FBL/FTSJ1/FTSJ3/GAMT/GATM/KDM7A/MEPCE/METTL15/METTL17/METTL22/METTL25B/METTL3/METTL9/MGMT/MRM1/MRM2/MRM3/MTFMT/NDUFAF5/NOP2/NSUN2/NSUN4/NSUN5/NTMT1/PCMT1/PRDM1/PRDM4/PRMT1/PRMT5/PRMT8/RIOX1/SETD3/SIRT7/SMYD2/TFB1M/TGS1/TRMT10B/TRMT112/TRMT2A/WDR4,52
GO:0008234,MF,GO:0008234,cysteine-type peptidase activity,36/2946,84/7411,0.316228204,0.727445109,0.642961488,ATG4D/BAP1/CAPN3/CAPN9/CAPNS1/CASP10/CASP2/CASP8/CFLAR/CTSB/CTSC/CTSF/CTSH/CTSL/CTSV/CTSW/CTSZ/DESI1/DESI2/GGH/HINT1/JOSD1/JOSD2/LGALS13/LGMN/MINDY1/OTUB1/OTUB2/OTULIN/TINAGL1/TNFAIP3/UCHL1/USP18/USP30/USP39/USP5,36
GO:0008270,MF,GO:0008270,zinc ion binding,141/2946,343/7411,0.318573865,0.728419716,0.643822907,ADAT2/ADH5/AEBP1/AOC1/APEX2/ATXN7L3/BLVRA/CA11/CA13/CPA1/CPN1/CPO/CZIB/DCTD/DHH/DNPEP/DRP2/EARS2/ESR1/ESRRA/FBXL19/GALT/GATA2/GATA4/GATA5/GLRA1/GTF2B/HHIP/KAT7/KDM2A/KDM7A/L3MBTL2/L3MBTL3/LMCD1/MARCHF2/MARCHF3/MARCHF6/MDM2/MIB2/MMP13/MMP14/MMP19/MMP25/MMP7/MORC2/MORC3/MPI/MSRB1/MT1A/MT3/NBR1/NEIL2/NEIL3/NR1H2/NR1H3/NR1I2/NR1I3/NR4A3/NR5A1/NR5A2/NT5E/PEX12/PGLYRP2/PGLYRP3/PIAS3/PIAS4/PML/POLR1H/POLR2I/POLR2K/PPARA/PPARD/PPARG/PRICKLE3/RABGGTA/RABIF/RAG2/RARA/RBM4/RGN/RNF167/RNF207/RNF24/RNF4/RORA/RORC/RPS29/RXRB/S100A12/SAMHD1/SAP30L/SEC23B/SEC24C/SF1/SF3A3/SIAH2/SIRT3/SIRT4/SNRPC/SOD1/SORD/SQSTM1/SRSF7/SUPT4H1/THAP1/THAP11/TLL2/TNFAIP3/TRAF2/TRAF3/TRIM21/TRIM26/TRIM27/TRIM29/TRIM32/TRIM35/TRIM36/TRIM39/TRIM44/TRIM45/TRIM47/TRIM54/TRIM62/TTF2/USP39/USP5/VAT1/VAT1L/VDR/WT1/ZFAND2A/ZFAND3/ZFAND4/ZFAND5/ZMAT2/ZMAT5/ZNF276/ZPR1/ZSWIM3/ZSWIM8/ZSWIM9,141
GO:0008135,MF,GO:0008135,"translation factor activity, RNA binding",24/2946,55/7411,0.322934118,0.728419716,0.643822907,DENR/EEF1B2/EEF2/EIF1/EIF1AD/EIF1B/EIF2AK3/EIF3H/EIF3I/EIF4A1/EIF4E2/EIF4H/EIF6/ELL2/FIBIN/GTF2B/MRPL58/MTRF1/MTRF1L/MTRFR/NELFCD/SUPT4H1/TAF11/TAF7,24
GO:0001223,MF,GO:0001223,transcription coactivator binding,6/2946,12/7411,0.328124457,0.728419716,0.643822907,CDK9/ESR1/GATA2/LHX3/RARA/ZBTB49,6
GO:0001727,MF,GO:0001727,lipid kinase activity,6/2946,12/7411,0.328124457,0.728419716,0.643822907,AGK/DGKA/PI4K2A/PIK3CD/PIP5K1A/SPHK1,6
GO:0003707,MF,GO:0003707,nuclear steroid receptor activity,6/2946,12/7411,0.328124457,0.728419716,0.643822907,ABHD2/ESR1/ESRRA/PAQR7/PAQR8/RXRB,6
GO:0004602,MF,GO:0004602,glutathione peroxidase activity,6/2946,12/7411,0.328124457,0.728419716,0.643822907,GPX1/GPX4/GSTK1/MGST3/PRDX6/PTGES,6
GO:0005231,MF,GO:0005231,excitatory extracellular ligand-gated monoatomic ion channel activity,6/2946,12/7411,0.328124457,0.728419716,0.643822907,CHRNB2/CHRNB3/CHRNG/GLRA1/P2RX3/P2RX7,6
GO:0016702,MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",6/2946,12/7411,0.328124457,0.728419716,0.643822907,ADI1/ALOX12/ALOX15/BCO1/IDO1/PIR,6
GO:0050431,MF,GO:0050431,transforming growth factor beta binding,6/2946,12/7411,0.328124457,0.728419716,0.643822907,ACVR1/HYAL2/LRRC32/NRROS/TSKU/VASN,6
GO:0019842,MF,GO:0019842,vitamin binding,26/2946,60/7411,0.328691872,0.728419716,0.643822907,ABAT/AGXT2/ALAS2/CSAD/CTH/GC/GOT1/GOT2/GPT2/OGFOD1/OGFOD2/OGFOD3/P3H3/P4HA2/P4HTM/PLOD1/PYGL/PYGM/RBP2/RBP4/SDS/SDSL/SGPL1/TAT/TCN2/VDR,26
GO:0031593,MF,GO:0031593,polyubiquitin modification-dependent protein binding,11/2946,24/7411,0.340249035,0.749724317,0.662653246,BAG6/IKBKG/MINDY1/MPND/PSMD4/RAD23A/SQSTM1/TNFAIP3/TNIP2/UBQLN4/VCP,11
GO:0004553,MF,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",18/2946,41/7411,0.347082751,0.749724317,0.662653246,EDEM2/GANAB/GBA1/GLA/GUSB/HEXA/HYAL1/HYAL2/HYAL3/HYAL4/MAN2B1/MAN2B2/MOGS/NAGA/NEU1/NEU3/OGA/OVGP1,18
GO:0015485,MF,GO:0015485,cholesterol binding,8/2946,17/7411,0.351407099,0.749724317,0.662653246,NPC1/NPC2/SIDT1/STARD3/STARD3NL/STARD5/TSPO/VDAC2,8
GO:0016769,MF,GO:0016769,"transferase activity, transferring nitrogenous groups",8/2946,17/7411,0.351407099,0.749724317,0.662653246,ABAT/AGXT2/GAPDH/GFPT2/GOT1/GOT2/GPT2/TAT,8
GO:0001227,MF,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",29/2946,68/7411,0.354747044,0.749724317,0.662653246,AEBP1/ATF3/BHLHE40/CREB3L1/E2F7/HES6/HEY2/HEYL/HIVEP1/IRF8/MAFK/MLX/MXD1/NFIL3/NKX6-3/PRDM1/SOX30/TBX2/TGIF1/THAP1/THAP11/ZBED2/ZBTB32/ZBTB7A/ZNF217/ZNF558/ZNF641/ZNF668/ZNF684,29
GO:0001965,MF,GO:0001965,G-protein alpha-subunit binding,5/2946,10/7411,0.360611201,0.749724317,0.662653246,PLCD4/RGS10/RGS2/RIC8A/RIC8B,5
GO:0005246,MF,GO:0005246,calcium channel regulator activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,CALM1/CAV3/FKBP1B/SLC30A1/STIM1,5
GO:0005520,MF,GO:0005520,insulin-like growth factor binding,5/2946,10/7411,0.360611201,0.749724317,0.662653246,IGFBP2/IGFBP3/IGFBP4/IGFBP6/IGFBP7,5
GO:0016493,MF,GO:0016493,C-C chemokine receptor activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,ACKR2/CCR10/CCR4/CCR5/CCR7,5
GO:0019211,MF,GO:0019211,phosphatase activator activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,CALM1/GTF2F1/IGFBP3/PPP2R5B/PTPA,5
GO:0030247,MF,GO:0030247,polysaccharide binding,5/2946,10/7411,0.360611201,0.749724317,0.662653246,EPM2A/PPP1R3B/PPP1R3C/PPP1R3D/VTN,5
GO:0032452,MF,GO:0032452,histone demethylase activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,HR/KDM3A/KDM5C/KDM7A/RIOX1,5
GO:0045499,MF,GO:0045499,chemorepellent activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D,5
GO:0046875,MF,GO:0046875,ephrin receptor binding,5/2946,10/7411,0.360611201,0.749724317,0.662653246,ABL1/EFNA2/FYN/GRB2/SHC1,5
GO:0071617,MF,GO:0071617,lysophospholipid acyltransferase activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,ABHD5/AGPAT4/GPAT3/LPCAT3/MBOAT7,5
GO:0097602,MF,GO:0097602,cullin family protein binding,5/2946,10/7411,0.360611201,0.749724317,0.662653246,CCDC22/DCUN1D3/DCUN1D4/DCUN1D5/PRKN,5
GO:0140457,MF,GO:0140457,protein demethylase activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,HR/KDM3A/KDM5C/KDM7A/RIOX1,5
GO:0141052,MF,GO:0141052,histone H3 demethylase activity,5/2946,10/7411,0.360611201,0.749724317,0.662653246,HR/KDM3A/KDM5C/KDM7A/RIOX1,5
GO:0050660,MF,GO:0050660,flavin adenine dinucleotide binding,19/2946,44/7411,0.374187983,0.770358576,0.680891094,ACADS/ACADVL/ACOX2/AIFM1/AIFM3/COQ6/CRY1/DPYD/DUS2/DUS3L/FMO5/MTHFR/NOS2/NOS3/POR/SQOR/TXNRD1/TXNRD2/XDH,19
GO:0008374,MF,GO:0008374,O-acyltransferase activity,12/2946,27/7411,0.376902708,0.770358576,0.680891094,ABHD5/AGPAT4/CPT1B/DGAT1/DGAT2/GPAT3/GPAT4/LPCAT3/LPCAT4/LRAT/MBOAT7/PRDX6,12
GO:0016836,MF,GO:0016836,hydro-lyase activity,12/2946,27/7411,0.376902708,0.770358576,0.680891094,ACO2/CA11/CA13/ENO3/ENO4/FH/GATD1/HADHA/PARK7/PCBD1/TBXAS1/TGDS,12
GO:0031490,MF,GO:0031490,chromatin DNA binding,12/2946,27/7411,0.376902708,0.770358576,0.680891094,ACTN4/BAP1/CEBPB/HMGN2/KDM3A/LEMD2/MACROH2A1/RARA/RCC1/SRF/STAT3/ZNF276,12
GO:0032813,MF,GO:0032813,tumor necrosis factor receptor superfamily binding,12/2946,27/7411,0.376902708,0.770358576,0.680891094,CD40LG/CD70/FADD/LTB/NTF4/TNFSF12/TNFSF14/TNFSF18/TNFSF4/TNFSF9/TRAF2/TRAF3,12
GO:0001098,MF,GO:0001098,basal transcription machinery binding,7/2946,15/7411,0.382418464,0.773789869,0.683923886,ESR1/FBL/GTF2B/GTF2F1/RPRD1B/SMYD2/TAF7,7
GO:0001099,MF,GO:0001099,basal RNA polymerase II transcription machinery binding,7/2946,15/7411,0.382418464,0.773789869,0.683923886,ESR1/FBL/GTF2B/GTF2F1/RPRD1B/SMYD2/TAF7,7
GO:0051018,MF,GO:0051018,protein kinase A binding,7/2946,15/7411,0.382418464,0.773789869,0.683923886,AKAP10/AKAP3/AKAP5/RARA/RPS3/SOX9/WASF2,7
GO:0004620,MF,GO:0004620,phospholipase activity,16/2946,37/7411,0.390968043,0.785832778,0.694568163,ABHD6/GDE1/LIPC/LIPG/LYPLA2/PLA1A/PLA2G12A/PLA2G4A/PLA2G4B/PLA2G6/PLCD1/PLCD3/PLCD4/PRDX6/SMPD2/SMPD4,16
GO:0016765,MF,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups",16/2946,37/7411,0.390968043,0.785832778,0.694568163,COX10/DHPS/FDPS/GSTA4/GSTK1/GSTM3/GSTO1/HMBS/MAT2A/MGST3/MMAB/PTGES/RABGGTA/SRM/TSR3/UBIAD1,16
GO:0016773,MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",124/2946,305/7411,0.392377365,0.786053992,0.694763685,ABL1/ACVR1/ACVR2B/AGK/AKT1/ALPK2/AMHR2/ARAF/AXL/BRD2/CAMK1D/CAMK2A/CAMK2G/CAMKK2/CCL8/CDK10/CDK16/CDK2/CDK3/CDK4/CDK9/CHKB/CLK2/CLK3/CLP1/COASY/CSK/CSNK1E/DCAKD/DGKA/DOLK/DSTYK/DYRK1B/EEF2K/EIF2AK3/EPHA1/EPHA2/EPHA4/EPHB4/FAM20B/FES/FYN/GALK1/GCK/GRK1/GSK3A/GUCY2C/HTATIP2/IKBKB/ILK/IRAK1/ITPK1/ITPKC/JAK3/KHK/LATS2/LIMK2/MAK/MAP2K1/MAP2K2/MAP2K4/MAP2K7/MAP3K3/MAP3K6/MAP3K8/MAP4K4/MAPK12/MAPKAPK2/MAPKAPK3/MKNK1/MLKL/MOS/NEK6/NME2/NOL9/NPR2/NRBP1/NTRK1/NUAK2/PAK1/PAK4/PANK4/PDXK/PEAK1/PFKFB4/PHKG1/PHKG2/PI4K2A/PIK3CD/PIM1/PIP5K1A/PKM/PKMYT1/PLK2/PLK3/PNKP/PRKCD/PRKG2/PTK2B/RBKS/RFK/RIOK1/RIPK1/RIPK3/RIPK4/ROR2/RPS6KA4/RPS6KB2/SCYL1/SCYL3/SPHK1/STK19/STK25/STK35/STK38L/TAOK3/TESK1/TKFC/TP53RK/TSSK4/TYRO3/UCK1/ULK3/VRK3,124
GO:0003725,MF,GO:0003725,double-stranded RNA binding,9/2946,20/7411,0.395388801,0.786875738,0.695489995,APTX/DHX30/DUS2/ELAVL1/ILF2/MRPL44/PRKRIP1/SIDT2/TARBP2,9
GO:0061733,MF,GO:0061733,peptide-lysine-N-acetyltransferase activity,9/2946,20/7411,0.395388801,0.786875738,0.695489995,ACRBP/GTF2B/GTF3C4/KAT14/KAT2A/KAT5/KAT7/KAT8/NAA40,9
GO:0140097,MF,GO:0140097,"catalytic activity, acting on DNA",33/2946,79/7411,0.397289013,0.788065092,0.696541221,AEN/ALKBH4/APEX2/APTX/DCLRE1B/DNASE1L1/DNASE2/DNMT3A/FBH1/FEN1/MSH6/NEIL2/NEIL3/NME1/NTHL1/PLD4/POLD1/POLG/POLL/POLM/RAD51/RAD54L/REXO2/RPS3/RUVBL2/SPO11/TERF2/THAP9/TTF2/UNG/VPS72/XRCC2/XRCC3,33
GO:0008238,MF,GO:0008238,exopeptidase activity,20/2946,47/7411,0.400000915,0.790851482,0.699004007,ACE/AEBP1/CNDP1/CNDP2/CPA1/CPN1/CPO/CTSC/CTSH/CTSZ/DNPEP/DPP3/JMJD7/METAP1/MINDY1/NPEPL1/PEPD/RCE1/VASH1/XPNPEP1,20
GO:0019955,MF,GO:0019955,cytokine binding,22/2946,52/7411,0.403414017,0.793805149,0.701614642,ACKR2/ACKR3/ACVR1/BGN/CCR7/CD74/HYAL2/IL11RA/IL12B/IL2RA/LEPR/LRRC32/NOG/NRROS/PARK7/PDPN/RNF121/TNFRSF1A/TRAF2/TSKU/VASN/ZFP36,22
GO:0017124,MF,GO:0017124,SH3 domain binding,11/2946,25/7411,0.404118985,0.793805149,0.701614642,ABL1/AKAP5/EFS/ELMO3/EVL/GRB2/INPPL1/RAD9A/SH3BP5/SH3BP5L/WASF2,11
GO:0016798,MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds",24/2946,57/7411,0.406312966,0.795531858,0.703140816,DNPH1/EDEM2/GANAB/GBA1/GLA/GUSB/HEXA/HPSE/HYAL1/HYAL2/HYAL3/HYAL4/MAN2B1/MAN2B2/MOGS/NAGA/NEIL2/NEIL3/NEU1/NEU3/NTHL1/OGA/OVGP1/UNG,24
GO:0008080,MF,GO:0008080,N-acetyltransferase activity,13/2946,30/7411,0.410440631,0.798214668,0.705512051,ACRBP/GTF2B/GTF3C4/KAT14/KAT2A/KAT5/KAT7/KAT8/NAA10/NAA40/NAT10/NAT9/SAT1,13
GO:0003724,MF,GO:0003724,RNA helicase activity,15/2946,35/7411,0.415244557,0.798214668,0.705512051,DDX19A/DDX20/DDX28/DDX31/DDX39A/DDX39B/DDX4/DDX49/DDX59/DHX16/DHX30/DHX8/EIF4A1/EIF4A3/MOV10,15
GO:0005262,MF,GO:0005262,calcium channel activity,15/2946,35/7411,0.415244557,0.798214668,0.705512051,ANXA2/BNIP1/CACNA1D/CACNB4/GRIN3B/ITPR3/ORAI3/PANX1/PSEN1/RYR1/SEC61A1/TRPC4/TRPC5/TRPC7/TRPV2,15
GO:0008186,MF,GO:0008186,"ATP-dependent activity, acting on RNA",15/2946,35/7411,0.415244557,0.798214668,0.705512051,DDX19A/DDX20/DDX28/DDX31/DDX39A/DDX39B/DDX4/DDX49/DDX59/DHX16/DHX30/DHX8/EIF4A1/EIF4A3/MOV10,15
GO:0005272,MF,GO:0005272,sodium channel activity,6/2946,13/7411,0.418238099,0.798214668,0.705512051,ASIC3/HCN4/KCNK1/SCN2A/SCN4A/SCNN1A,6
GO:0015036,MF,GO:0015036,disulfide oxidoreductase activity,6/2946,13/7411,0.418238099,0.798214668,0.705512051,CHCHD4/GSTO1/PDIA5/SCO2/TXN2/TXNDC17,6
GO:0043028,MF,GO:0043028,cysteine-type endopeptidase regulator activity involved in apoptotic process,6/2946,13/7411,0.418238099,0.798214668,0.705512051,CTSH/CTSV/NKX3-1/RACK1/RPS27L/TNFSF14,6
GO:0050997,MF,GO:0050997,quaternary ammonium group binding,6/2946,13/7411,0.418238099,0.798214668,0.705512051,APOA4/CHRNB2/PCYT1B/PITPNA/SERPINA5/VDAC2,6
GO:0030374,MF,GO:0030374,nuclear receptor coactivator activity,8/2946,18/7411,0.427901673,0.814089662,0.719543363,ACTN4/ATXN7L3/BUD31/ENY2/PSMC3IP/RBM14/SRA1/TADA3,8
GO:0000978,MF,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,132/2946,327/7411,0.429285879,0.814162874,0.719608073,ATF3/ATOH7/BHLHE40/CDK9/CEBPB/CEBPD/CEBPE/CEBPG/CRY1/DDIT3/DLX1/DMRTA2/E2F4/E2F7/EGR2/ELF4/ESR1/ETV1/ETV4/FOSL1/FOXA2/FOXO1/GATA2/GATA4/HES4/HEY1/HEY2/HEYL/HIVEP1/HOXA10/HOXA11/HOXC13/HOXC4/HOXC5/HOXD13/HSF5/IRF1/IRF3/IRF6/IRF8/JUNB/KLF1/KLF10/KLF11/KLF9/LEF1/LHX3/MAFF/MAFK/MED8/MEF2A/MXD1/MXD4/MYC/MYOD1/NFATC1/NFIL3/NKRF/NKX2-5/NKX2-8/NKX3-1/NKX6-3/NPAS4/NR4A3/NR5A1/OLIG3/OTX1/PITX1/PLAG1/POU3F4/POU4F3/PPARD/PPARG/PRDM1/PRDM4/RARA/RAX2/RUNX1/RXRB/SIRT1/SIX1/SMAD1/SOX30/SOX9/SP1/SRF/STAT2/STAT3/STAT4/STAT5A/STAT5B/STAT6/TAL1/TBX19/TBX2/TBX4/TFE3/TGIF1/THAP1/THAP11/TWIST1/USF2/VDR/WIZ/WT1/ZBTB7A/ZFP14/ZNF165/ZNF217/ZNF232/ZNF260/ZNF34/ZNF366/ZNF389/ZNF397/ZNF445/ZNF471/ZNF473/ZNF524/ZNF526/ZNF584/ZNF629/ZNF662/ZNF668/ZNF691/ZNF7/ZNF75D/ZNF771/ZNF79/ZNF821/ZSCAN10/ZSCAN12,132
GO:0015291,MF,GO:0015291,secondary active transmembrane transporter activity,42/2946,103/7411,0.452534107,0.855572295,0.75620831,CDH17/GHITM/MFSD2A/SLC10A3/SLC11A1/SLC12A4/SLC12A5/SLC13A4/SLC15A1/SLC15A3/SLC15A4/SLC1A5/SLC25A15/SLC25A3/SLC25A5/SLC25A6/SLC26A5/SLC26A6/SLC28A2/SLC30A1/SLC30A3/SLC35E1/SLC35E4/SLC38A5/SLC39A12/SLC41A1/SLC45A4/SLC4A1/SLC4A5/SLC5A1/SLC5A4/SLC5A5/SLC6A19/SLC6A2/SLC6A7/SLC6A8/SLC8A3/SLC9A1/SLCO1A2/SLCO2A1/TMCO3/UCP2,42
GO:0004181,MF,GO:0004181,metallocarboxypeptidase activity,5/2946,11/7411,0.460371308,0.861206571,0.761188235,AEBP1/CPA1/CPN1/CPO/VASH1,5
GO:0004623,MF,GO:0004623,phospholipase A2 activity,5/2946,11/7411,0.460371308,0.861206571,0.761188235,PLA2G12A/PLA2G4A/PLA2G4B/PLA2G6/PRDX6,5
GO:0140318,MF,GO:0140318,protein transporter activity,5/2946,11/7411,0.460371308,0.861206571,0.761188235,SEC61A1/SEC61G/TIMM17B/TIMM22/TOMM40,5
GO:0008378,MF,GO:0008378,galactosyltransferase activity,7/2946,16/7411,0.464611046,0.861206571,0.761188235,A4GALT/B3GALNT1/B3GALT6/B4GALT1/B4GALT5/B4GALT7/COLGALT1,7
GO:0008483,MF,GO:0008483,transaminase activity,7/2946,16/7411,0.464611046,0.861206571,0.761188235,ABAT/AGXT2/GFPT2/GOT1/GOT2/GPT2/TAT,7
GO:0016790,MF,GO:0016790,thiolester hydrolase activity,7/2946,16/7411,0.464611046,0.861206571,0.761188235,ABHD17A/ACOT6/ACOT7/ACOT8/HAGHL/LYPLA2/PPT2,7
GO:0005164,MF,GO:0005164,tumor necrosis factor receptor binding,9/2946,21/7411,0.466902075,0.861206571,0.761188235,CD40LG/CD70/LTB/TNFSF12/TNFSF14/TNFSF4/TNFSF9/TRAF2/TRAF3,9
GO:0015179,MF,GO:0015179,L-amino acid transmembrane transporter activity,9/2946,21/7411,0.466902075,0.861206571,0.761188235,SLC15A4/SLC1A5/SLC25A15/SLC25A38/SLC38A5/SLC43A2/SLC7A1/SLC7A3/UCP2,9
